aid,Assessor,Download_date,Assess_date,Pub_type,Authors,Pub_year,Title,Journal,Author_affil,Affil_type.academic,Affil_type.pub_sec,Affil_type.res_int,Affil_type.cons,Affil_type.non_prof,Affil_type.priv_sec,Affil_type.int_org,Funding,DOI,110 Source,Bib_notes,Stated_int,Int_type.MPA,Int_type.PES,Int_type.CBNRM,Int_type.Certification,Desired_out,Int_geo.local,Int_geo.region,Int_geo.national,Int_geo.subnational,Int_geo.international,Int_dur,Int_funding,Mang_auth.Government,Mang_auth.Shared_governance,Mang_auth.Private_governance,Mang_auth.Indigenous_community_governance,Mang_auth.multiple,Mang_auth.mixed,Int_location,Int_area,Int_notes,Study_goal,Study_type,Design.control_comp,Comp_type,Data_source,Study_location,Study_country,Study_scale,Biome.,Eval_affil,Unit_analysis,Sample_size,Study_duration,Study_notes,Distributive_equity,Recognitional_equity,Contextual_equity,Procedural_equity,Equity_notes,Causal_pathway,Explicit_mechanism,Pathway_notes,oid,Stated_outcomes,Out_type,Out_subtype,Indicators,Out_definition,Outcome.data_type,Resource_type,Outcome.direction,Pluralism,Out_subgroup,STE_domain,STE_econ,STE_social,STE_sex,STE_ethnic,STE_age,STE_occupation,STE_social_org,STE_spatial,STE_temporal_unit,STE_temporal_scale,Outcome_notes
67689,DG,Aug-Sept 2017,04-Dec-17,Article,hoffman dm,2014,"conch, cooperatives, and conflict: conservation and resistance in the   banco chinchorro biosphere reserve",conservation \& society,"Department of Anthropology and Middle Eastern Cultures, Mississippi State University, Starkville, MS, USA",1,0,0,0,0,0,0,,,Web of Science,,Banco Chinchorro Biosphere Reserve,1,0,0,0,"protect coral reefs and marine biodiversity, while also enabling fishing cooperatives to maintain their livelihoods based on the extraction of lobster, conch, and scalefish.",1,0,0,0,0,7 years,,1,0,0,0,0,0,Mexico,"144,360 ha","Xcalak Reefs and Bancho Chinchorro are currently managed under a single office and director from the Secretaría de Medio Ambiente y Recursos Naturales (Secretariat of Environment and Natural Resources, SEMARNAT) in the urban center of Chetumal","This paper describes everyday forms
of resistance, what Scott (1985) called the ‘weapons of the weak,’ employed not only by cooperative fishermen but also by the pachucheros in the face of surveillance by conservation authorities. In addition, this paper ",Non-experimental,0,NA,Primary,,Mexico,Local,tropical coral reefs & associated ecosystems (conch habitat),Academic,Community,NA,11 months,"This dissertation research was primarily focused on the development of the Xcalak Reefs National Park (Hoffman 2006, 2009) and the co-management shared with the community of Xcalak...Participant observation of fishermen’s resource use, livelihoods, and in",1,1,0,1,"Failure to exclude outsiders exacerbates conflict...Cooperative fishermen felt that they were being unfairly persecuted and that few non–extractive livelihood alternatives (i.e., tourism) existed for them. This made illegal caracol fishing not only an eco",0,0,,124,access,Political empowerment,resource rights,access to caracol/exclsion from caracol resources,Researcher,Qualitative,Fishing,Negative,Implicit,co-op fishers; illegal fishers,Synergy,NA,Neg/neutral,NA,NA,NA,NA,NA,NA,NA,NA,many negative outcomes but brunt borne by co-op fishers. Regulations were in place before MPA establishment but current study on MPA & MPA enforcmeent
67689,DG,Aug-Sept 2017,04-Dec-17,Article,hoffman dm,2014,"conch, cooperatives, and conflict: conservation and resistance in the   banco chinchorro biosphere reserve",conservation \& society,"Department of Anthropology and Middle Eastern Cultures, Mississippi State University, Starkville, MS, USA",1,0,0,0,0,0,0,,,Web of Science,,Banco Chinchorro Biosphere Reserve,1,0,0,0,"protect coral reefs and marine biodiversity, while also enabling fishing cooperatives to maintain their livelihoods based on the extraction of lobster, conch, and scalefish.",1,0,0,0,0,7 years,,1,0,0,0,0,0,Mexico,"144,360 ha","Xcalak Reefs and Bancho Chinchorro are currently managed under a single office and director from the Secretaría de Medio Ambiente y Recursos Naturales (Secretariat of Environment and Natural Resources, SEMARNAT) in the urban center of Chetumal","This paper describes everyday forms
of resistance, what Scott (1985) called the ‘weapons of the weak,’ employed not only by cooperative fishermen but also by the pachucheros in the face of surveillance by conservation authorities. In addition, this paper ",Non-experimental,0,NA,Primary,,Mexico,Local,tropical coral reefs & associated ecosystems (conch habitat),Academic,Community,NA,11 months,"This dissertation research was primarily focused on the development of the Xcalak Reefs National Park (Hoffman 2006, 2009) and the co-management shared with the community of Xcalak...Participant observation of fishermen’s resource use, livelihoods, and in",1,1,0,1,"Failure to exclude outsiders exacerbates conflict...Cooperative fishermen felt that they were being unfairly persecuted and that few non–extractive livelihood alternatives (i.e., tourism) existed for them. This made illegal caracol fishing not only an eco",0,0,,125,tradition,Culture,"activities and practices, cultural identity",rules against traditional practices,Researcher,Qualitative,Fishing,Negative,Implicit,co-op fishers,Synergy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,many negative outcomes but brunt borne by co-op fishers. Regulations were in place before MPA establishment but current study on MPA & MPA enforcmeent
67689,DG,Aug-Sept 2017,04-Dec-17,Article,hoffman dm,2014,"conch, cooperatives, and conflict: conservation and resistance in the   banco chinchorro biosphere reserve",conservation \& society,"Department of Anthropology and Middle Eastern Cultures, Mississippi State University, Starkville, MS, USA",1,0,0,0,0,0,0,,,Web of Science,,Banco Chinchorro Biosphere Reserve,1,0,0,0,"protect coral reefs and marine biodiversity, while also enabling fishing cooperatives to maintain their livelihoods based on the extraction of lobster, conch, and scalefish.",1,0,0,0,0,7 years,,1,0,0,0,0,0,Mexico,"144,360 ha","Xcalak Reefs and Bancho Chinchorro are currently managed under a single office and director from the Secretaría de Medio Ambiente y Recursos Naturales (Secretariat of Environment and Natural Resources, SEMARNAT) in the urban center of Chetumal","This paper describes everyday forms
of resistance, what Scott (1985) called the ‘weapons of the weak,’ employed not only by cooperative fishermen but also by the pachucheros in the face of surveillance by conservation authorities. In addition, this paper ",Non-experimental,0,NA,Primary,,Mexico,Local,tropical coral reefs & associated ecosystems (conch habitat),Academic,Community,NA,11 months,"This dissertation research was primarily focused on the development of the Xcalak Reefs National Park (Hoffman 2006, 2009) and the co-management shared with the community of Xcalak...Participant observation of fishermen’s resource use, livelihoods, and in",1,1,0,1,"Failure to exclude outsiders exacerbates conflict...Cooperative fishermen felt that they were being unfairly persecuted and that few non–extractive livelihood alternatives (i.e., tourism) existed for them. This made illegal caracol fishing not only an eco",0,0,,126,violent repercussions,Health,safety and security,violent conflict,Researcher,Qualitative,Fishing,Negative,Implicit,co-op fishers; illegal fishers,Synergy,NA,Neg/neutral,NA,NA,NA,NA,NA,NA,NA,NA,many negative outcomes but brunt borne by co-op fishers. Regulations were in place before MPA establishment but current study on MPA & MPA enforcmeent
67689,DG,Aug-Sept 2017,04-Dec-17,Article,hoffman dm,2014,"conch, cooperatives, and conflict: conservation and resistance in the   banco chinchorro biosphere reserve",conservation \& society,"Department of Anthropology and Middle Eastern Cultures, Mississippi State University, Starkville, MS, USA",1,0,0,0,0,0,0,,,Web of Science,,Banco Chinchorro Biosphere Reserve,1,0,0,0,"protect coral reefs and marine biodiversity, while also enabling fishing cooperatives to maintain their livelihoods based on the extraction of lobster, conch, and scalefish.",1,0,0,0,0,7 years,,1,0,0,0,0,0,Mexico,"144,360 ha","Xcalak Reefs and Bancho Chinchorro are currently managed under a single office and director from the Secretaría de Medio Ambiente y Recursos Naturales (Secretariat of Environment and Natural Resources, SEMARNAT) in the urban center of Chetumal","This paper describes everyday forms
of resistance, what Scott (1985) called the ‘weapons of the weak,’ employed not only by cooperative fishermen but also by the pachucheros in the face of surveillance by conservation authorities. In addition, this paper ",Non-experimental,0,NA,Primary,,Mexico,Local,tropical coral reefs & associated ecosystems (conch habitat),Academic,Community,NA,11 months,"This dissertation research was primarily focused on the development of the Xcalak Reefs National Park (Hoffman 2006, 2009) and the co-management shared with the community of Xcalak...Participant observation of fishermen’s resource use, livelihoods, and in",1,1,0,1,"Failure to exclude outsiders exacerbates conflict...Cooperative fishermen felt that they were being unfairly persecuted and that few non–extractive livelihood alternatives (i.e., tourism) existed for them. This made illegal caracol fishing not only an eco",0,0,,15,resource access and control,Political empowerment,resource rights,resource access and control,Researcher,Qualitative,Fishing,Negative,Implicit,co-op fishers; illegal fishers,Synergy,NA,Neg/neutral,NA,NA,NA,NA,NA,NA,NA,NA,many negative outcomes but brunt borne by co-op fishers. Regulations were in place before MPA establishment but current study on MPA & MPA enforcmeent
67709,DG,Aug-Sept 2017,05-Dec-17,Article,ghosh p,2015,"conservation and conflicts in the sundarban biosphere reserve, india",geographical review,"Lecturer, Department of Geography, Central Washington University, 400 E. University Way, Mail Stop: 7420, Ellensburg, WA 98926",1,0,0,0,0,0,0,,,Web of Science,,Sundarban Biosphere Reserve,1,0,0,0,The core area is where the state Forest Department does not allow any anthropogenic activities (except research) to preserve the major habitats of diverse flora and fauna of the Sundarbans,1,0,0,0,0,"part declared PA in 1878, entire forest in 1943, study published in 2015",,1,0,0,0,0,0,India,"9,630 sq km",mangrove forest,The pri- mary focus of this essay is to demonstrate the local people’s struggles in earn- ing a subsistence living in the villages located on the edge of the buffer area of the SBR,Non-experimental,0,NA,Primary,"several villages of Gosaba Block,SBR, West Bengal, India",India,Local,mangrove forest,Academic,Community,35,NA,"Semistructured interviews with thirty-five fishermen of Gosaba Block, In addition to interviewing, field observations and frequently captured digital photographs have enriched the data",1,0,0,0,"between landowners and non-land owners, castes",0,0,,109,""local people's struggles"""local people's struggles"""",Economic well-being,"economic wealth, occupation/ livelihoods","local fishermen struggle to earn a livelihood,reduction in size of fishing area and thus overcrowding and reduced catch, frequent fines,, confiscation of gear,",Respondent,Qualitative,Fishing,Negative,Implicit,"different castes, villages along river, landowners vs landless",Synergy,Tradeoff,Synergy,NA,NA,NA,NA,NA,Synergy,NA,NA,Additional outcome: family of individuals who are killed by tigers (protected by reserve) are entitled to compensation. Tiger population could be a result of the intervention. Also some are afraid to report deaths if their relative did not have legal docu
67709,DG,Aug-Sept 2017,05-Dec-17,Article,ghosh p,2015,"conservation and conflicts in the sundarban biosphere reserve, india",geographical review,"Lecturer, Department of Geography, Central Washington University, 400 E. University Way, Mail Stop: 7420, Ellensburg, WA 98926",1,0,0,0,0,0,0,,,Web of Science,,Sundarban Biosphere Reserve,1,0,0,0,The core area is where the state Forest Department does not allow any anthropogenic activities (except research) to preserve the major habitats of diverse flora and fauna of the Sundarbans,1,0,0,0,0,"part declared PA in 1878, entire forest in 1943, study published in 2015",,1,0,0,0,0,0,India,"9,630 sq km",mangrove forest,The pri- mary focus of this essay is to demonstrate the local people’s struggles in earn- ing a subsistence living in the villages located on the edge of the buffer area of the SBR,Non-experimental,0,NA,Primary,"several villages of Gosaba Block,SBR, West Bengal, India",India,Local,mangrove forest,Academic,Community,35,NA,"Semistructured interviews with thirty-five fishermen of Gosaba Block, In addition to interviewing, field observations and frequently captured digital photographs have enriched the data",1,0,0,0,"between landowners and non-land owners, castes",0,0,,127,""local people's struggles"""local people's struggles"""",Political empowerment,resource rights,customary fishing rights,Respondent,Qualitative,Fishing,Negative,Implicit,"different castes, villages along river, landowners vs landless",Synergy,NA,Synergy,NA,NA,NA,NA,NA,Synergy,NA,NA,Additional outcome: family of individuals who are killed by tigers (protected by reserve) are entitled to compensation. Tiger population could be a result of the intervention. Also some are afraid to report deaths if their relative did not have legal docu
67709,DG,Aug-Sept 2017,05-Dec-17,Article,ghosh p,2015,"conservation and conflicts in the sundarban biosphere reserve, india",geographical review,"Lecturer, Department of Geography, Central Washington University, 400 E. University Way, Mail Stop: 7420, Ellensburg, WA 98926",1,0,0,0,0,0,0,,,Web of Science,,Sundarban Biosphere Reserve,1,0,0,0,The core area is where the state Forest Department does not allow any anthropogenic activities (except research) to preserve the major habitats of diverse flora and fauna of the Sundarbans,1,0,0,0,0,"part declared PA in 1878, entire forest in 1943, study published in 2015",,1,0,0,0,0,0,India,"9,630 sq km",mangrove forest,The pri- mary focus of this essay is to demonstrate the local people’s struggles in earn- ing a subsistence living in the villages located on the edge of the buffer area of the SBR,Non-experimental,0,NA,Primary,"several villages of Gosaba Block,SBR, West Bengal, India",India,Local,mangrove forest,Academic,Community,35,NA,"Semistructured interviews with thirty-five fishermen of Gosaba Block, In addition to interviewing, field observations and frequently captured digital photographs have enriched the data",1,0,0,0,"between landowners and non-land owners, castes",0,0,,128,""local people's struggles"""local people's struggles"""",Health,"emotional health, safety and security","verbal and physical abuse  , fear of harrassment",Respondent,Qualitative,Fishing,Negative,Implicit,"different castes, villages along river, landowners vs landless",Synergy,NA,Synergy,NA,NA,NA,NA,NA,Synergy,NA,NA,Additional outcome: family of individuals who are killed by tigers (protected by reserve) are entitled to compensation. Tiger population could be a result of the intervention. Also some are afraid to report deaths if their relative did not have legal docu
67751,DG,Aug-Sept 2017,05-Dec-17,Report,"m. z. butardo-toribio, p. m. aliño and e. s. guiang",2009,cost-benefit study of marine protected areas: implications on financing and institutional needs,unknown,"Policy Specialist, Sector Leader-Coastal Resource Management, Chief of Party, USAID/Philippine",0,1,0,0,0,0,0,USAID?,,McKinnon et al,,1.Villahermosa Marine Sanctuary 2. Pilar Municipal Marine Park; (PMMP); 3. MISSTA MPA 4. Tambunan MPA 5. Talisay MPA 6. Bibilik MPA,1,0,0,0,multiple MPAs,1,0,0,0,0,median=3.5 years,USAID and others,0,0,0,0,0,1,Philippines,20-179 ha,6 MPAs,"1) analyze the costs of establishing MPAs and how these costs are shared among various stakeholders; 2) examine the benefits from MPA establishment; and, 3) identify the relationship of various governance practices and institutional arrangement to effecti",Non-experimental,0,NA,Mixed,"6 MPAs —1.Villahermosa Marine Sanctuary 2. Pilar Municipal Marine Park; (PMMP); 3. MISSTA MPA 4. Tambunan MPA 5. Talisay MPA 6. Bibilik MPA. Two on Camotes Islands, Cebu Province, and four along Illana Bay in Zamboanga Del Sur, Philippines",Philippines,Local,coral reefs & associated ecosystems,Public sector,Community,30,,The study used both primary and secondary data gathering. Primary data were gathered from semi-structured key informant interviews and focus group discussions involving total of 30 persons in the various study sites,0,0,0,0,,0,0,,130,"negative externalities, perceived benefits",Economic well-being,economic wealth,"enhanced fisheries, earnings",Respondent,Mixed methods,"diversity of users (fishers, collectors, boat owners), mostly fishing",Mixed,Implicit,"6 MPAs, different outcomes",Synergy,NA,NA,NA,NA,NA,NA,NA,Pos/neutral,NA,NA,"Some reported loss of income, increased fishing costs, but text said overall it was positive. Thus, stating that the net effect was positive and a synergy for STE: HWB"
67751,DG,Aug-Sept 2017,05-Dec-17,Report,"m. z. butardo-toribio, p. m. aliño and e. s. guiang",2009,cost-benefit study of marine protected areas: implications on financing and institutional needs,unknown,"Policy Specialist, Sector Leader-Coastal Resource Management, Chief of Party, USAID/Philippine",0,1,0,0,0,0,0,USAID?,,McKinnon et al,,1.Villahermosa Marine Sanctuary 2. Pilar Municipal Marine Park; (PMMP); 3. MISSTA MPA 4. Tambunan MPA 5. Talisay MPA 6. Bibilik MPA,1,0,0,0,multiple MPAs,1,0,0,0,0,median=3.5 years,USAID and others,0,0,0,0,0,1,Philippines,20-179 ha,6 MPAs,"1) analyze the costs of establishing MPAs and how these costs are shared among various stakeholders; 2) examine the benefits from MPA establishment; and, 3) identify the relationship of various governance practices and institutional arrangement to effecti",Non-experimental,0,NA,Mixed,"6 MPAs —1.Villahermosa Marine Sanctuary 2. Pilar Municipal Marine Park; (PMMP); 3. MISSTA MPA 4. Tambunan MPA 5. Talisay MPA 6. Bibilik MPA. Two on Camotes Islands, Cebu Province, and four along Illana Bay in Zamboanga Del Sur, Philippines",Philippines,Local,coral reefs & associated ecosystems,Public sector,Community,30,,The study used both primary and secondary data gathering. Primary data were gathered from semi-structured key informant interviews and focus group discussions involving total of 30 persons in the various study sites,0,0,0,0,,0,0,,131,"negative externalities, perceived benefits",Political empowerment,empowerment and agency,"improved leveraging capacity, community empowerment and skills improvement",Respondent,Qualitative,"diversity of users (fishers, collectors, boat owners), mostly fishing",Positive,Implicit,"6 MPAs, different outcomes",Synergy,NA,NA,NA,NA,NA,NA,NA,Synergy,NA,NA,outcomes were anything that repondents indicated as perceived benefits or negative externalities. No indicators per se
67751,DG,Aug-Sept 2017,05-Dec-17,Report,"m. z. butardo-toribio, p. m. aliño and e. s. guiang",2009,cost-benefit study of marine protected areas: implications on financing and institutional needs,unknown,"Policy Specialist, Sector Leader-Coastal Resource Management, Chief of Party, USAID/Philippine",0,1,0,0,0,0,0,USAID?,,McKinnon et al,,1.Villahermosa Marine Sanctuary 2. Pilar Municipal Marine Park; (PMMP); 3. MISSTA MPA 4. Tambunan MPA 5. Talisay MPA 6. Bibilik MPA,1,0,0,0,multiple MPAs,1,0,0,0,0,median=3.5 years,USAID and others,0,0,0,0,0,1,Philippines,20-179 ha,6 MPAs,"1) analyze the costs of establishing MPAs and how these costs are shared among various stakeholders; 2) examine the benefits from MPA establishment; and, 3) identify the relationship of various governance practices and institutional arrangement to effecti",Non-experimental,0,NA,Mixed,"6 MPAs —1.Villahermosa Marine Sanctuary 2. Pilar Municipal Marine Park; (PMMP); 3. MISSTA MPA 4. Tambunan MPA 5. Talisay MPA 6. Bibilik MPA. Two on Camotes Islands, Cebu Province, and four along Illana Bay in Zamboanga Del Sur, Philippines",Philippines,Local,coral reefs & associated ecosystems,Public sector,Community,30,,The study used both primary and secondary data gathering. Primary data were gathered from semi-structured key informant interviews and focus group discussions involving total of 30 persons in the various study sites,0,0,0,0,,0,0,,132,"negative externalities, perceived benefits",Social capital,social capital and cohesion,enhanced community solidarity,Respondent,Qualitative,"diversity of users (fishers, collectors, boat owners), mostly fishing",Positive,Implicit,"6 MPAs, different outcomes",Synergy,NA,NA,NA,NA,NA,NA,NA,Synergy,NA,NA,outcomes were anything that repondents indicated as perceived benefits or negative externalities. No indicators per se
67751,DG,Aug-Sept 2017,05-Dec-17,Report,"m. z. butardo-toribio, p. m. aliño and e. s. guiang",2009,cost-benefit study of marine protected areas: implications on financing and institutional needs,unknown,"Policy Specialist, Sector Leader-Coastal Resource Management, Chief of Party, USAID/Philippine",0,1,0,0,0,0,0,USAID?,,McKinnon et al,,1.Villahermosa Marine Sanctuary 2. Pilar Municipal Marine Park; (PMMP); 3. MISSTA MPA 4. Tambunan MPA 5. Talisay MPA 6. Bibilik MPA,1,0,0,0,multiple MPAs,1,0,0,0,0,median=3.5 years,USAID and others,0,0,0,0,0,1,Philippines,20-179 ha,6 MPAs,"1) analyze the costs of establishing MPAs and how these costs are shared among various stakeholders; 2) examine the benefits from MPA establishment; and, 3) identify the relationship of various governance practices and institutional arrangement to effecti",Non-experimental,0,NA,Mixed,"6 MPAs —1.Villahermosa Marine Sanctuary 2. Pilar Municipal Marine Park; (PMMP); 3. MISSTA MPA 4. Tambunan MPA 5. Talisay MPA 6. Bibilik MPA. Two on Camotes Islands, Cebu Province, and four along Illana Bay in Zamboanga Del Sur, Philippines",Philippines,Local,coral reefs & associated ecosystems,Public sector,Community,30,,The study used both primary and secondary data gathering. Primary data were gathered from semi-structured key informant interviews and focus group discussions involving total of 30 persons in the various study sites,0,0,0,0,,0,0,,133,"negative externalities, perceived benefits",Education,environmental education,improved ecological awareness,Respondent,Qualitative,"diversity of users (fishers, collectors, boat owners), mostly fishing",Positive,Implicit,"6 MPAs, different outcomes",Synergy,NA,NA,NA,NA,NA,NA,NA,Synergy,NA,NA,outcomes were anything that repondents indicated as perceived benefits or negative externalities. No indicators per se
67805,DG,Aug-Sept 2017,11-Dec-17,Article,webster fj;cohen pj;malimali s;tauati m;vidler k;mailau s;vaipuna l;fatongiatau v,2017,detecting fisheries trends in a co-managed area in the kingdom of tonga,fisheries research,"Western Australian Fisheries and Marine Research Laboratories, 39 Northside Drive, Hillarys, 6015, P.O. Box 20, North Beach, WA 6920, Australia b Ministry of Agriculture, Fisheries and Forestry, Tongatapu, Tonga",1,1,0,0,0,0,0,,,Web of Science,,‘O’ua Special Management Area,1,0,1,0,"the conservation, management, sustainable utilisation and develop- ment of fisheries resources",1,0,0,0,0,6 yrs max,"project introduced by  the Tongan Ministry of Agriculture, Forestry and Fisheries (MAFF), with assistance from an Australian aid program.",0,1,0,0,0,0,Tonga,4606 ha,""community-based co-management"""community-based co-management"""",The first goal of this paper is to describe a co-management arrangement and fisheries outcomes in the Kingdom of Tonga using two data sources; fisher’s perceptions and landings data. The second aim of the paper is to evaluate the con- sensus between the t,Time series,0,Pre-treatment/post-treatment,Mixed,"‘O’ua, Tonga",Tonga,Local,tropical coral reefs,Academic,"Household, Individual","29 HH interviews, landings data from a sample of fishers over the years",6 yrs,Fisher’s perceptions were based on interviews with household heads to understand how they perceived socio economic condi- tions and resources status to have changed since the inception of co-management. Landings data were collected by local com- munity me,0,0,0,0,,0,0,,136,sense of ownership,Political empowerment,"empowerment and agency, resource rights",sense of ownership and involvement in resource management,Respondent,Qualitative,Fishing,Positive,Implicit,fisher households,Synergy,NA,NA,NA,NA,NA,NA,NA,Tradeoff,NA,NA,Fishers overwhelmingly (100%) reported a greater sense of ownership over their near shore marine areas and also a greater sense of involvement in resource management since the inception of co- management. The co-management arrangement gave ‘O’ua fishers e
67805,DG,Aug-Sept 2017,11-Dec-17,Article,webster fj;cohen pj;malimali s;tauati m;vidler k;mailau s;vaipuna l;fatongiatau v,2017,detecting fisheries trends in a co-managed area in the kingdom of tonga,fisheries research,"Western Australian Fisheries and Marine Research Laboratories, 39 Northside Drive, Hillarys, 6015, P.O. Box 20, North Beach, WA 6920, Australia b Ministry of Agriculture, Fisheries and Forestry, Tongatapu, Tonga",1,1,0,0,0,0,0,,,Web of Science,,‘O’ua Special Management Area,1,0,1,0,"the conservation, management, sustainable utilisation and develop- ment of fisheries resources",1,0,0,0,0,6 yrs max,"project introduced by  the Tongan Ministry of Agriculture, Forestry and Fisheries (MAFF), with assistance from an Australian aid program.",0,1,0,0,0,0,Tonga,4606 ha,""community-based co-management"""community-based co-management"""",The first goal of this paper is to describe a co-management arrangement and fisheries outcomes in the Kingdom of Tonga using two data sources; fisher’s perceptions and landings data. The second aim of the paper is to evaluate the con- sensus between the t,Time series,0,Pre-treatment/post-treatment,Mixed,"‘O’ua, Tonga",Tonga,Local,tropical coral reefs,Academic,"Household, Individual","29 HH interviews, landings data from a sample of fishers over the years",6 yrs,Fisher’s perceptions were based on interviews with household heads to understand how they perceived socio economic condi- tions and resources status to have changed since the inception of co-management. Landings data were collected by local com- munity me,0,0,0,0,,0,0,,138,Catch rates,Health,food security,CPUE,Respondent,Qualitative,Fishing,Positive,Implicit,fisher households,Synergy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"landings data showed no significant trends in total catch per fisher per trip over the five year period, declines in some species"
67805,DG,Aug-Sept 2017,11-Dec-17,Article,webster fj;cohen pj;malimali s;tauati m;vidler k;mailau s;vaipuna l;fatongiatau v,2017,detecting fisheries trends in a co-managed area in the kingdom of tonga,fisheries research,"Western Australian Fisheries and Marine Research Laboratories, 39 Northside Drive, Hillarys, 6015, P.O. Box 20, North Beach, WA 6920, Australia b Ministry of Agriculture, Fisheries and Forestry, Tongatapu, Tonga",1,1,0,0,0,0,0,,,Web of Science,,‘O’ua Special Management Area,1,0,1,0,"the conservation, management, sustainable utilisation and develop- ment of fisheries resources",1,0,0,0,0,6 yrs max,"project introduced by  the Tongan Ministry of Agriculture, Forestry and Fisheries (MAFF), with assistance from an Australian aid program.",0,1,0,0,0,0,Tonga,4606 ha,""community-based co-management"""community-based co-management"""",The first goal of this paper is to describe a co-management arrangement and fisheries outcomes in the Kingdom of Tonga using two data sources; fisher’s perceptions and landings data. The second aim of the paper is to evaluate the con- sensus between the t,Time series,0,Pre-treatment/post-treatment,Mixed,"‘O’ua, Tonga",Tonga,Local,tropical coral reefs,Academic,"Household, Individual","29 HH interviews, landings data from a sample of fishers over the years",6 yrs,Fisher’s perceptions were based on interviews with household heads to understand how they perceived socio economic condi- tions and resources status to have changed since the inception of co-management. Landings data were collected by local com- munity me,0,0,0,0,,0,0,,134,Perceived changes in income and economic conditions,Economic well-being,"economic wealth, occupation/ livelihoods",income and economic conditions,Respondent,Qualitative,Fishing,Positive,Implicit,fisher households,Synergy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"landings data showed no significant trends in total catch per fisher per trip over the five year period, declines in some species"
67838,DG,Aug-Sept 2017,12-Dec-17,Article,"fabinyi, m.",2008,"dive tourism, fishing and marine protected areas in the calamianes islands, philippines",marine policy,"Resource Management in Asia–Pacific Program, Research School of Pacific and Asian Studies, The Australian National University, Coombs Building, Fellows Road, Canberra, ACT 0200, Australia",1,0,0,0,0,0,0,Australian Postgraduate Award from the Australian National University (ANU),,Ernest et al,,MPAs in the Calamianes Islands,1,0,0,0,designed to link conservation and fisheries benefits with the financial benefits of dive tourism.,1,0,0,0,0,1-3 years,""Japanese funded project"""Japanese funded project"""",0,0,0,1,0,0,Philippines,NA,"In 2004, there was a large push by a Japanese-funded
project of the provincial government to create a series of MPAs that would work with tourism. The idea was that divers coming to dive on the wrecks and on other selected dive sites would pay user fees.","This article examines the social and political processes
underlying the development of a series of community-based marine protected areas (MPAs) in the Calamianes Islands in the Philippines. 
Here,
the relationships between these different interest groups",Non-experimental,0,NA,Primary,"Esperanza, a small coastal community, and Coron town, the largest town in the Calamianes, Philippines (see Fig1)",Philippines,Local,tropical coral reefs,Academic,Community,NA,1 yr,"Specific methods adopted for the study included observation at meetings, and numerous formal and informal interviews with a variety of different stakeholders. These included dive operators and divers, fishers of all ages and types, government officials, a",0,0,1,0,""Fishers viewed MPAs as a way in which they could address some of the massive inequalities between themselves and those involved in the tourism sector" (i.e. collecting user fees)""Fishers viewed MPAs as a way in which they could address some of the massive inequalities between themselves and those involved in the tourism sector" (i.e. collecting user fees)""ishers viewed MPAs as a way ",0,0,,139,social and political processes,Political empowerment,resource rights,"devolved management; "artificial" marine tenure; exclusion of outside fishers""evolved management; "artificial" marine tenure; exclusi""volved management; "artificial" ma""olved manageme",Respondent,Qualitative,Recreational Diving; fishing,Mixed,Researcher,fishers; local government officials; dive operators,NA,NA,NA,NA,NA,NA,Tradeoff,NA,NA,NA,NA,Outcomes related to design and establishment process
67838,DG,Aug-Sept 2017,12-Dec-17,Article,"fabinyi, m.",2008,"dive tourism, fishing and marine protected areas in the calamianes islands, philippines",marine policy,"Resource Management in Asia–Pacific Program, Research School of Pacific and Asian Studies, The Australian National University, Coombs Building, Fellows Road, Canberra, ACT 0200, Australia",1,0,0,0,0,0,0,Australian Postgraduate Award from the Australian National University (ANU),,Ernest et al,,MPAs in the Calamianes Islands,1,0,0,0,designed to link conservation and fisheries benefits with the financial benefits of dive tourism.,1,0,0,0,0,1-3 years,""Japanese funded project"""Japanese funded project"""",0,0,0,1,0,0,Philippines,NA,"In 2004, there was a large push by a Japanese-funded
project of the provincial government to create a series of MPAs that would work with tourism. The idea was that divers coming to dive on the wrecks and on other selected dive sites would pay user fees.","This article examines the social and political processes
underlying the development of a series of community-based marine protected areas (MPAs) in the Calamianes Islands in the Philippines. 
Here,
the relationships between these different interest groups",Non-experimental,0,NA,Primary,"Esperanza, a small coastal community, and Coron town, the largest town in the Calamianes, Philippines (see Fig1)",Philippines,Local,tropical coral reefs,Academic,Community,NA,1 yr,"Specific methods adopted for the study included observation at meetings, and numerous formal and informal interviews with a variety of different stakeholders. These included dive operators and divers, fishers of all ages and types, government officials, a",0,0,1,0,""Fishers viewed MPAs as a way in which they could address some of the massive inequalities between themselves and those involved in the tourism sector" (i.e. collecting user fees)""Fishers viewed MPAs as a way in which they could address some of the massive inequalities between themselves and those involved in the tourism sector" (i.e. collecting user fees)""ishers viewed MPAs as a way ",0,0,,140,conflict,Social capital,social capital and cohesion,conflict,Respondent,Qualitative,Recreational Diving; fishing,Mixed,Researcher,fishers; local government officials; dive operators,NA,NA,NA,NA,NA,NA,Tradeoff,NA,NA,NA,NA,Outcomes related to design and establishment process
